field:ID,label_en,label_zh,label_en_display,:LABEL
国标184,dissipative structure theory,耗散结构理论,Dissipative structure theory,国标
国标185,synergetics,协同学,Synergetics,国标
国标186,catastrophe theory,突变论,Catastrophe theory,国标
国标187,hypercycle theory,超循环论,Hypercycle Theory,国标
国标188,complex system and complexity science,复杂系统与复杂性科学,Complex system and complexity science,国标
国标189,systems science other disciplines,系统学其他学科,Systems science other disciplines,国标
国标190,control theory,控制理论,control theory,国标
国标191,large scale system theory,大系统理论,Large scale system theory,国标
国标192,system identification ,系统辨识,system identification ,国标
国标193,state estimation ,状态估计,state estimation ,国标
国标194,robust control,鲁棒控制,robust control,国标
国标195,control theory other disciplines,控制理论其他学科,Control theory other disciplines,国标
国标196,system evaluation and feasibility analysis,系统评估与可行性分析,System evaluation and feasibility analysis,国标
国标197,system engineering methodology,系统工程方法论,System engineering methodology,国标
国标198,system modeling ,系统建模,system modeling ,国标
国标199,decision analysis,决策分析,decision analysis,国标
国标200,decision support system,决策支持系统,decision support system,国标
国标201,management information systems,管理信息系统,management information systems,国标
国标202,system engineering methodology other disciplines,系统工程方法论其他学科,System engineering methodology other disciplines,国标
国标203,other disciplines of information science and system science,信息科学与系统科学其他学科,Other disciplines of information science and system science,国标
国标204,dynamics,力学,Dynamics,国标
国标205,basic mechanics,基础力学,Basic mechanics,国标
国标206,theoretical mechanics,理论力学,Theoretical mechanics,国标
国标207,rational mechanics,理性力学,Rational mechanics,国标
国标208,nonlinear mechanics,非线性力学,Nonlinear mechanics,国标
国标209,continuum mechanics,连续介质力学,Continuum mechanics,国标
国标210,tribology,摩擦学,tribology,国标
国标211,flexible multibody mechanics,柔性多体力学,Flexible multibody mechanics,国标
国标212,gyroscopic mechanics,陀螺力学,Gyroscopic mechanics,国标
国标213,flight mechanics,飞行力学,Flight mechanics,国标
国标214,other disciplines of basic mechanics,基础力学其他学科,Other disciplines of basic mechanics,国标
国标215,solid mechanics,固体力学,solid mechanics,国标
国标216,elastic mechanics ,弹性力学,elastic mechanics ,国标
国标217,plastic mechanics,塑性力学,Plastic mechanics,国标
国标218,viscoelasticity and viscoplasticity,粘弹性、粘塑性力学,Viscoelasticity and viscoplasticity,国标
国标219,creep,蠕变,creep,国标
国标220,interface mechanics and surface mechanics,界面力学与表面力学,Interface mechanics and surface mechanics,国标
国标221,fatigue,疲劳,fatigue,国标
国标222,damage mechanics ,损伤力学,damage mechanics ,国标
国标223,fracture mechanics ,断裂力学,fracture mechanics ,国标
国标224,bulk mechanics,散体力学,Bulk mechanics,国标
国标225,micromechanics,细观力学,Micromechanics,国标
国标226,micromechanics,微观力学,Micromechanics,国标
国标227,electromagnetic solid mechanics,电磁固体力学,Electromagnetic solid mechanics,国标
国标228,structural mechanics,结构力学,structural mechanics,国标
国标229,computational solid mechanics,计算固体力学,Computational Solid Mechanics,国标
国标230,experimental solid mechanics,实验固体力学,Experimental solid mechanics,国标
国标231,other disciplines of solid mechanics,固体力学其他学科,Other disciplines of solid mechanics,国标
国标232,vibration and wave,振动与波,Vibration and wave,国标
国标233,linear vibration mechanics,线性振动力学,Linear vibration mechanics,国标
国标234,nonlinear vibration mechanics,非线性振动力学,Nonlinear vibration mechanics,国标
国标235,vibration dynamics of elastic body,弹性体振动力学,Vibration dynamics of elastic body,国标
国标236,mechanics of random vibration,随机振动力学,Mechanics of random vibration,国标
国标237,vibration control theory,振动控制理论,Vibration control theory,国标
国标238,waves in solids,固体中的波,Waves in solids,国标
国标239,fluid solid coupling vibration,流体—固体耦合振动,Fluid solid coupling vibration,国标
国标240,vibration and wave other disciplines,振动与波其他学科,Vibration and wave other disciplines,国标
国标241,fluid mechanics,流体力学,fluid mechanics,国标
国标242,theoretical fluid mechanics,理论流体力学,Theoretical fluid mechanics,国标
国标243,hydrodynamics,水动力学,Hydrodynamics,国标
国标244,aerodynamics,气体动力学,Aerodynamics,国标
国标245,aerodynamics,空气动力学,aerodynamics,国标
国标246,suspension mechanics,悬浮体力学,Suspension mechanics,国标
国标247,turbulence theory,湍流理论,Turbulence theory,国标
国标248,viscous fluid mechanics,粘性流体力学,Viscous fluid mechanics,国标
国标249,multiphase hydrodynamics,多相流体力学,Multiphase hydrodynamics,国标
国标250,seepage mechanics,渗流力学,Seepage mechanics,国标
国标251,physical chemical fluid mechanics,物理—化学流体力学,Physical chemical fluid mechanics,国标
国标252,plasma dynamics,等离子体动力学,Plasma dynamics,国标
国标253,electromagnetic fluid dynamics,电磁流体力学,Electromagnetic fluid dynamics,国标
国标254,non newtonian fluid mechanics,非牛顿流体力学,Non Newtonian fluid mechanics,国标
国标255,fluid mechanics fluid mechanics,流体机械流体力学,Fluid Mechanics Fluid Mechanics,国标
国标256,rotating and stratified hydrodynamics,旋转与分层流体力学,Rotating and stratified hydrodynamics,国标
国标257,radiation hydrodynamics,辐射流体力学,Radiation hydrodynamics,国标
国标258,computational fluid dynamics,计算流体力学,Computational fluid dynamics,国标
国标259,experimental fluid mechanics,实验流体力学,Experimental fluid mechanics,国标
国标260,environmental fluid mechanics,环境流体力学,Environmental fluid mechanics,国标
国标261,microfluidics,微流体力学,Microfluidics,国标
国标262,other disciplines of fluid mechanics,流体力学其他学科,Other disciplines of fluid mechanics,国标
国标263,rheology,流变学,Rheology,国标
国标264,explosion mechanics,爆炸力学,Explosion mechanics,国标
国标265,detonation and deflagration theory,爆轰与爆燃理论,Detonation and deflagration theory,国标
国标266,"explosion wave, shock wave and stress wave",爆炸波、冲击波、应力波,"Explosion wave, shock wave and stress wave",国标
国标267,high speed collision dynamics,高速碰撞动力学,High speed collision dynamics,国标
国标268,other disciplines of explosion mechanics,爆炸力学其他学科,Other disciplines of explosion mechanics,国标
国标269,physical mechanics ,物理力学,physical mechanics ,国标
国标270,high pressure solid mechanics,高压固体物理力学,High pressure solid mechanics,国标
国标271,dense fluid mechanics,稠密流体物理力学,Dense fluid mechanics,国标
国标272,physics and mechanics of high temperature gas,高温气体物理力学,Physics and mechanics of high temperature gas,国标
国标273,physical mechanics of multiphase media,多相介质物理力学,Physical mechanics of multiphase media,国标
国标274,critical phenomena and phase transition,临界现象与相变,Critical phenomena and phase transition,国标
国标275,atom and molecular dynamics,原子与分子动力学,Atom and molecular dynamics,国标
国标276,other disciplines of physical mechanics,物理力学其他学科,Other disciplines of physical mechanics,国标
国标277,biomechanics,生物力学,biomechanics,国标
国标278,statistical mechanics,统计力学,statistical mechanics,国标
国标279,applied mechanics,应用力学,Applied mechanics,国标
国标280,other disciplines of mechanics,力学其他学科,Other disciplines of mechanics,国标
国标281,physics,物理学,physics,国标
国标282,history of physics,物理学史,History of Physics,国标
国标283,theoretical physics,理论物理学,Theoretical physics,国标
国标284,mathematical physics ,数学物理,mathematical physics ,国标
国标285,electromagnetic field theory,电磁场理论,Electromagnetic field theory,国标
国标286,classical field theory,经典场论,Classical field theory,国标
国标287,relativity,相对论,relativity,国标
国标288,quantum mechanics,量子力学,quantum mechanics,国标
国标289,statistical physics,统计物理学,Statistical physics,国标
国标290,other subjects of theoretical physics,理论物理学其他学科,Other subjects of theoretical physics,国标
国标291,acoustics,声学,acoustics,国标
国标292,general linear acoustics,普通线性声学,General linear acoustics,国标
国标293,nonlinear acoustics,非线性声学,Nonlinear acoustics,国标
国标294,hydrodynamic acoustics,流体动力声学,Hydrodynamic acoustics,国标
国标295,"ultrasonics, quantum acoustics and acoustic effects",超声学、量子声学和声学效应,"Ultrasonics, quantum acoustics and acoustic effects",国标
国标296,infraacoustics,次声学,Infraacoustics,国标
国标297,underwater acoustics and ocean acoustics,水声和海洋声学,Underwater acoustics and ocean acoustics,国标
国标298,structural acoustics and vibration,结构声学和振动,Structural acoustics and vibration,国标
国标299,"noise, noise effect and its control",噪声、噪声效应及其控制,"Noise, noise effect and its control",国标
国标300,architectural acoustics and electroacoustics,建筑声学与电声学,Architectural acoustics and electroacoustics,国标
国标301,acoustic signal processing,声学信号处理,Acoustic signal processing,国标
国标302,"physiology, psychoacoustics and bioacoustics",生理、心理声学和生物声学,"Physiology, psychoacoustics and bioacoustics",国标
国标303,speech acoustics and speech signal processing,语言声学和语音信号处理,Speech acoustics and speech signal processing,国标
国标304,music acoustics,音乐声学,Music Acoustics,国标
国标305,"acoustic transducer, acoustic measurement and method",声学换能器、声学测量及方法,"Acoustic transducer, acoustic measurement and method",国标
国标306,acoustic measurement methods,声学测量方法,Acoustic measurement methods,国标
国标307,acoustic materials,声学材料,Acoustic materials,国标
国标308,acoustics in information science,信息科学中的声学问题,Acoustics in Information Science,国标
国标309,other physical problems and interdisciplinary subjects related to acoustics,与声学有关的其它物理问题和交叉学科,Other physical problems and interdisciplinary subjects related to acoustics,国标
国标310,heat,热学,heat,国标
国标311,thermodynamics,热力学,thermodynamics,国标
国标312,thermophysical properties,热物性学,Thermophysical properties,国标
国标313,heat transfer,传热学,Heat transfer,国标
国标314,other subjects of heat,热学其他学科,Other subjects of heat,国标
国标315,optics,光学,optics,国标
国标316,geometrical optics ,几何光学,geometrical optics ,国标
国标317,physical optics,物理光学,physical optics,国标
国标318,nonlinear optics ,非线性光学,nonlinear optics ,国标
国标319,spectroscopy,光谱学,spectroscopy,国标
国标320,quantum optics,量子光学,quantum optics,国标
国标321,information optics,信息光学,Information optics,国标
国标322,guided wave optics,导波光学,Guided wave optics,国标
国标323,luminescence,发光学,Luminescence,国标
国标324,infrared physics,红外物理,Infrared Physics,国标
国标325,laser physics,激光物理,Laser physics,国标
国标326,photonics and integrated optics,光子学与集成光学,Photonics and integrated optics,国标
国标327,applied optics,应用光学,Applied Optics,国标
国标328,atmospheric optics,大气光学,Atmospheric optics,国标
国标329,environmental optics,环境光学,Environmental Optics,国标
国标330,ocean optics,海洋光学,Ocean optics,国标
国标331,optical remote sensing,光学遥感,Optical remote sensing,国标
国标332,ultrafast laser and its application,超快激光及应用,Ultrafast laser and its application,国标
国标333,other subjects of optics,光学其他学科,Other subjects of Optics,国标
国标334,electromagnetics,电磁学,electromagnetics,国标
国标335,electrical science,电学,electrical science,国标
国标336,electrostatics,静电学,Electrostatics,国标
国标337,magnetostatics,静磁学,Magnetostatics,国标
国标338,electrodynamics,电动力学,electrodynamics,国标
国标339,other subjects of electromagnetism,电磁学其他学科,Other subjects of electromagnetism,国标
国标340,radio physics,无线电物理,Radio physics,国标
国标341,electromagnetic wave physics,电磁波物理,Electromagnetic wave physics,国标
国标342,quantum radio physics,量子无线电物理,Quantum radio physics,国标
国标343,microwave physics,微波物理学,Microwave physics,国标
国标344,ultra high frequency radio physics,超高频无线电物理,Ultra high frequency radio physics,国标
国标345,statistical radio physics,统计无线电物理,Statistical radio physics,国标
国标346,other subjects of radio physics,无线电物理其他学科,Other subjects of radio physics,国标
国标347,electronic physics,电子物理学,Electronic Physics,国标
国标348,quantum electronics,量子电子学,Quantum electronics,国标
国标349,electron ions and vacuum physics,电子离子与真空物理,Electron ions and vacuum physics,国标
国标350,charged particle optics,带电粒子光学,Charged particle optics,国标
国标351,other subjects of electronic physics,电子物理学其他学科,Other subjects of Electronic Physics,国标
国标352,condensed matter physics ,凝聚态物理学,Condensed matter physics ,国标
国标353,condensed matter theory ,凝聚态理论,Condensed matter theory ,国标
国标354,metal physics,金属物理学,Metal physics,国标
国标355,semiconductor physics,半导体物理学,Semiconductor physics,国标
国标356,dielectric physics ,电介质物理学,Dielectric Physics ,国标
国标357,crystallography,晶体学,Crystallography,国标
国标358,amorphous physics ,非晶态物理学,Amorphous Physics ,国标
国标359,soft matter physics,软物质物理学,Soft matter physics,国标
国标360,film physics,薄膜物理学,Film Physics,国标
国标361,low dimensional physics,低维物理,Low dimensional physics,国标
国标362,surface and interface physics,表面与界面物理学,Surface and interface physics,国标
国标363,solid state luminescence,固体发光,Solid state luminescence,国标
国标364,magnetism,磁学,magnetism,国标
国标365,superconductive physics,超导物理学,Superconductive physics,国标
国标366,cryophysics,低温物理学,Cryophysics,国标
国标367,high pressure physics,高压物理学,High pressure physics,国标
国标368,mesoscopic physics ,介观物理学,mesoscopic physics ,国标
国标369,quantum control,量子调控,Quantum control,国标
国标370,condensed matter physics other disciplines,凝聚态物理学其他学科,Condensed matter physics other disciplines,国标
国标371,plasma physics,等离子体物理学,Plasma physics,国标
国标372,plasma physics of thermonuclear fusion,热核聚变等离子体物理学,Plasma physics of thermonuclear fusion,国标
国标373,physics of low temperature plasma,低温等离子体物理学,Physics of low temperature plasma,国标
国标374,plasma diagnostics,等离子体诊断学,Plasma diagnostics,国标
国标375,condensed plasma physics,凝聚态等离子体物理学,Condensed plasma physics,国标
国标376,other disciplines of plasma physics,等离子体物理学其他学科,Other disciplines of plasma physics,国标
国标377,atomic and molecular physics,原子分子物理学,Atomic and molecular physics,国标
国标378,atomic and molecular theory,原子与分子理论,Atomic and molecular theory,国标
国标379,atomic spectroscopy,原子光谱学,Atomic spectroscopy,国标
国标380,molecular spectroscopy,分子光谱学,Molecular spectroscopy,国标
国标381,spectroscopy,波谱学,Spectroscopy,国标
国标382,collision process between atoms and molecules,原子与分子碰撞过程,Collision process between atoms and molecules,国标
国标383,bose einstein condensation and cold atomic physics,玻色—爱因斯坦凝聚和冷原子物理,Bose Einstein condensation and cold atomic physics,国标
国标384,other disciplines of atomic and molecular physics,原子分子物理学其他学科,Other disciplines of atomic and molecular physics,国标
国标385,nuclear physics,原子核物理学,Nuclear physics,国标
国标386,nuclear structure,核结构,Nuclear structure,国标
国标387,nuclear spectroscopy,核能谱学,Nuclear spectroscopy,国标
国标388,low energy nuclear reaction,低能核反应,Low energy nuclear reaction,国标
国标389,neutron physics,中子物理学,Neutron physics,国标
国标390,fission physics,裂变物理学,Fission physics,国标
国标391,fusion physics,聚变物理学,Fusion physics,国标
国标392,light particle nuclear physics,轻粒子核物理学,Light particle nuclear physics,国标
国标393,heavy ion nuclear physics,重离子核物理学,Heavy ion nuclear physics,国标
国标394,medium and high energy nuclear physics,中高能核物理学,Medium and high energy nuclear physics,国标
国标395,nuclear physics other disciplines,原子核物理学其他学科,Nuclear physics other disciplines,国标
国标396,high-energy physics,高能物理学,high-energy physics,国标
国标397,particle physics,粒子物理学,Particle physics,国标
国标398,cosmic ray physics,宇宙线物理学,Cosmic ray physics,国标
国标399,particle accelerator physics,粒子加速器物理学,Particle accelerator physics,国标
国标400,high energy physics ,高能物理实验,High Energy Physics ,国标
国标401,particle cosmology ,粒子宇宙学,particle cosmology ,国标
国标402,other subjects of high energy physics,高能物理学其他学科,Other subjects of high energy physics,国标
国标403,computational physics,计算物理学,Computational physics,国标
国标404,applied physics,应用物理学,Applied Physics,国标
国标405,other subjects of physics,物理学其他学科,Other subjects of Physics,国标
国标406,chemistry,化学,Chemistry,国标
国标407,history of chemistry,化学史,History of Chemistry,国标
国标408,inorganic chemistry,无机化学,inorganic chemistry,国标
国标409,elemental chemistry,元素化学,Elemental Chemistry,国标
国标410,coordination chemistry,配位化学,Coordination chemistry,国标
国标411,isotope chemistry,同位素化学,Isotope chemistry,国标
国标412,inorganic solid chemistry,无机固体化学,Inorganic solid chemistry,国标
国标413,inorganic synthetic chemistry,无机合成化学,Inorganic synthetic chemistry,国标
国标414,inorganic separation chemistry,无机分离化学,Inorganic separation chemistry,国标
国标415,physical inorganic chemistry,物理无机化学,Physical Inorganic Chemistry,国标
国标416,bio inorganic chemistry,生物无机化学,Bio Inorganic Chemistry,国标
国标417,inorganic chemistry other disciplines,无机化学其他学科,Inorganic chemistry other disciplines,国标
国标418,organic chemistry,有机化学,Organic Chemistry,国标
国标419,organic chemistry of elements,元素有机化学,Organic chemistry of elements,国标
国标420,organic chemistry of natural products,天然产物有机化学,Organic chemistry of natural products,国标
国标421,organic solid chemistry,有机固体化学,Organic solid chemistry,国标
国标422,organic synthetic chemistry,有机合成化学,Organic synthetic chemistry,国标
国标423,organic photochemistry ,有机光化学,Organic Photochemistry ,国标
国标424,physical organic chemistry,物理有机化学,Physical Organic Chemistry,国标
国标425,bioorganic chemistry,生物有机化学,Bioorganic chemistry,国标
国标426,organometallic photochemistry,金属有机光化学,Organometallic photochemistry,国标
国标427,other subjects of organic chemistry,有机化学其他学科,Other subjects of Organic Chemistry,国标
国标428,analytical chemistry,分析化学,analytical chemistry,国标
国标429,chemical analysis,化学分析,chemical analysis,国标
国标430,electrochemical analysis,电化学分析,Electrochemical analysis,国标
国标431,spectral analysis,光谱分析,spectral analysis,国标
国标432,spectrum analysis,波谱分析,Spectrum analysis,国标
国标433,mass spectrometry analysis,质谱分析,Mass spectrometry analysis,国标
国标434,thermochemical analysis,热化学分析,Thermochemical analysis,国标
国标435,chromatographic analysis ,色谱分析,chromatographic analysis ,国标
国标436,photometric analysis,光度分析,Photometric analysis,国标
国标437,radioanalysis,放射分析,Radioanalysis,国标
国标438,state analysis and phase analysis,状态分析与物相分析,State analysis and phase analysis,国标
国标439,analytical chemometrics ,分析化学计量学,analytical chemometrics ,国标
国标440,other disciplines of analytical chemistry,分析化学其他学科,Other disciplines of Analytical Chemistry,国标
国标441,physical chemistry,物理化学,physical chemistry,国标
国标442,chemical thermodynamics,化学热力学,Chemical thermodynamics,国标
国标443,chemical kinetics,化学动力学,chemical kinetics,国标
国标444,structural chemistry,结构化学,Structural chemistry,国标
国标445,quantum chemistry,量子化学,quantum chemistry,国标
国标446,colloid chemistry and interface chemistry,胶体化学与界面化学,Colloid chemistry and Interface Chemistry,国标
国标447,catalytic chemistry,催化化学,Catalytic chemistry,国标
国标448,thermochemistry,热化学,Thermochemistry,国标
国标449,photochemistry,光化学,photochemistry,国标
国标450,electrochemistry,电化学,electrochemistry,国标
国标451,magnetochemistry,磁化学,Magnetochemistry,国标
国标452,high energy chemistry,高能化学,High Energy Chemistry,国标
国标453,computational chemistry,计算化学,Computational chemistry,国标
国标454,other subjects of physical chemistry,物理化学其他学科,Other subjects of Physical Chemistry,国标
国标455,chemical physics,化学物理学,Chemical Physics,国标
国标456,polymer physics,高分子物理,Polymer physics,国标
国标457,polymer chemistry,高分子化学,Polymer chemistry,国标
国标458,inorganic polymer chemistry,无机高分子化学,Inorganic polymer chemistry,国标
国标459,natural polymer chemistry,天然高分子化学,Natural polymer chemistry,国标
国标460,functional polymer,功能高分子,Functional polymer,国标
国标461,polymer synthetic chemistry,高分子合成化学,Polymer synthetic chemistry,国标
国标462,physical chemistry of polymers,高分子物理化学,Physical chemistry of polymers,国标
国标463,polymer photochemistry,高分子光化学,Polymer photochemistry,国标
国标464,other subjects of polymer chemistry,高分子化学其他学科,Other subjects of polymer chemistry,国标
国标465,nuclear chemistry,核化学,Nuclear chemistry,国标
国标466,radiochemistry,放射化学,Radiochemistry,国标
国标467,nuclear reaction chemistry,核反应化学,Nuclear reaction chemistry,国标
国标468,fission chemistry,裂变化学,Fission chemistry,国标
国标469,fusion chemistry,聚变化学,Fusion chemistry,国标
国标470,heavy ion nuclear chemistry,重离子核化学,Heavy ion nuclear chemistry,国标
国标471,nuclear transition chemistry,核转变化学,Nuclear transition chemistry,国标
国标472,environmental radiochemistry,环境放射化学,Environmental Radiochemistry,国标
国标473,other disciplines of nuclear chemistry,核化学其他学科,Other disciplines of nuclear chemistry,国标
国标474,applied chemistry,应用化学,Applied Chemistry,国标
国标475,chemical biology,化学生物学,Chemical Biology,国标
国标476,material chemistry,材料化学,Material chemistry,国标
国标477,soft chemistry,软化学,Soft chemistry,国标
国标478,carbon chemistry,碳化学,Carbon chemistry,国标
国标479,nano chemistry,纳米化学,Nano chemistry,国标
国标480,other subjects of material chemistry,材料化学其他学科,Other subjects of material chemistry,国标
国标481,other subjects of chemistry,化学其他学科,Other subjects of Chemistry,国标
国标482,astronomy,天文学,astronomy,国标
国标483,history of astronomy,天文学史,History of astronomy,国标
国标484,astromechanics,天体力学,Astromechanics,国标
国标485,perturbation theory,摄动理论,Perturbation theory,国标
国标486,qualitative theory of celestial mechanics,天体力学定性理论,Qualitative theory of celestial mechanics,国标
国标487,the shape of celestial bodies and the theory of rotation,天体形状与自转理论,The shape of celestial bodies and the theory of rotation,国标
国标488,numerical method of celestial mechanics,天体力学数值方法,Numerical method of celestial mechanics,国标
国标489,astrodynamics,天文动力学,Astrodynamics,国标
国标490,almanac astronomy,历书天文学,Almanac astronomy,国标
国标491,astromechanics other disciplines,天体力学其他学科,Astromechanics other disciplines,国标
国标492,astrophysics,天体物理学,Astrophysics,国标
国标493,theoretical astrophysics,理论天体物理学,Theoretical Astrophysics,国标
国标494,relativistic astrophysics,相对论天体物理学,Relativistic Astrophysics,国标
国标495,magnetohydrodynamics,磁流体力学,Magnetohydrodynamics,国标
国标496,high energy astrophysics,高能天体物理学,High energy astrophysics,国标
国标497,field astrophysics,实测天体物理学,Field Astrophysics,国标
国标498,astrophysics other disciplines,天体物理学其他学科,Astrophysics other disciplines,国标
国标499,cosmochemistry,宇宙化学,Cosmochemistry,国标
国标500,space chemistry,空间化学,Space chemistry,国标
国标501,astroelemental,天体元素学,Astroelemental,国标
国标502,moon and planetary chemistry,月球与行星化学,Moon and planetary chemistry,国标
国标503,other disciplines of cosmochemistry,宇宙化学其他学科,Other disciplines of cosmochemistry,国标
国标504,astrometry,天体测量学,Astrometry,国标
国标505,basic astrometry,基本天体测量学,Basic Astrometry,国标
国标506,photographic astrometry,照相天体测量学,Photographic Astrometry,国标
国标507,radio astrometry,射电天体测量学,Radio Astrometry,国标
国标508,space astrometry,空间天体测量学,Space Astrometry,国标
国标509,azimuth astronomy,方位天文学,Azimuth astronomy,国标
国标510,practical astronomy,实用天文学,Practical Astronomy,国标
国标511,astrometry other disciplines,天体测量学其他学科,Astrometry other disciplines,国标
国标512,radio astronomy,射电天文学,Radio astronomy,国标
国标513,radio astrophysics,射电天体物理学,Radio astrophysics,国标
国标514,radio astronomy,射电天文方法,Radio astronomy,国标
国标515,other subjects of radio astronomy,射电天文学其他学科,Other subjects of radio astronomy,国标
国标516,space astronomy,空间天文学,Space astronomy,国标
国标517,infrared astronomy,红外天文学,Infrared astronomy,国标
国标518,ultraviolet astronomy,紫外天文学,Ultraviolet astronomy,国标
国标519,x-ray astronomy,X射线天文学,X-ray astronomy,国标
国标520,gamma ray astronomy,γ射线天文学,Gamma ray astronomy,国标
国标521,neutrino astronomy,中微子天文学,Neutrino astronomy,国标
国标522,other disciplines of space astronomy,空间天文学其他学科,Other disciplines of space astronomy,国标
国标523,astrogenic chemistry,天体演化学,Astrogenic chemistry,国标
国标524,galaxies and cosmology,星系与宇宙学,Galaxies and Cosmology,国标
国标525,galactic dynamics,星系动力学,Galactic dynamics,国标
国标526,galactic astronomy,星系天文学,Galactic astronomy,国标
国标527,motion cosmology,运动宇宙学,Motion cosmology,国标
国标528,intergalactic matter,星系际物质,Intergalactic matter,国标
国标529,big bang cosmology,大爆炸宇宙论,Big bang cosmology,国标
国标530,galaxy formation and evolution,星系形成与演化,Galaxy formation and evolution,国标
国标531,the origin and evolution of the large scale structure of the universe,宇宙大尺度结构起源与演化,The origin and evolution of the large scale structure of the universe,国标
国标532,galaxies and other disciplines of cosmology,星系与宇宙学其他学科,Galaxies and other disciplines of Cosmology,国标
国标533,stars and the milky way,恒星与银河系,Stars and the Milky way,国标
国标534,stellar physics,恒星物理学,Stellar physics,国标
国标535,stellar astronomy,恒星天文学,Stellar astronomy,国标
国标536,star formation and evolution,恒星形成与演化,Star formation and evolution,国标
国标537,interstellar matter physics,星际物质物理学,Interstellar matter physics,国标
国标538,structure and motion of the galaxy,银河系结构与运动,Structure and motion of the galaxy,国标
国标539,stars and other disciplines of the galaxy,恒星与银河系其他学科,Stars and other disciplines of the galaxy,国标
国标540,the sun and the solar system,太阳与太阳系,The sun and the solar system,国标
国标541,solar physics,太阳物理学,Solar physics,国标
国标542,solar system physics,太阳系物理学,Solar system physics,国标
国标543,formation and evolution of the solar system,太阳系形成与演化,Formation and evolution of the solar system,国标
国标544,planetary physics,行星物理学,Planetary physics,国标
国标545,interplanetary physics,行星际物理学,Interplanetary physics,国标
国标546,meteorology,陨星学,Meteorology,国标
国标547,comparative planetary science,比较行星学,Comparative planetary science,国标
国标548,lunar science,月球科学,Lunar Science,国标
国标549,the sun and other disciplines of the solar system,太阳与太阳系其他学科,The sun and other disciplines of the solar system,国标
国标550,astrobiology,天体生物学,Astrobiology,国标
国标551,astrogeodynamics,天文地球动力学,Astrogeodynamics,国标
国标552,chronometrics,时间测量学,Chronometrics,国标
国标553,time scale ,时间尺度,time scale ,国标
国标554,time measurement and methods,时间测量与方法,Time measurement and methods,国标
国标555,punctuality theory,守时理论,Punctuality theory,国标
国标556,theory and method of time service,授时理论与方法,Theory and method of time service,国标
国标557,other subjects of time measurement,时间测量学其他学科,Other subjects of time measurement,国标
国标558,other subjects of astronomy,天文学其他学科,Other subjects of astronomy,国标
国标559,earth science,地球科学,Earth Science,国标
国标560,history of earth science,地球科学史,History of Earth Science,国标
国标561,atmospheric science,大气科学,Atmospheric Science,国标
国标562,atmospheric physics,大气物理学,Atmospheric Physics,国标
国标563,atmospheric chemistry,大气化学,Atmospheric chemistry,国标
国标564,atmospheric environment,大气环境学,Atmospheric environment,国标
国标565,atmospheric exploration,大气探测,Atmospheric Exploration,国标
国标566,dynamic meteorology,动力气象学,Dynamic meteorology,国标
国标567,synoptic,天气学,Synoptic,国标
国标568,climatology,气候学,climatology,国标
国标569,physics of atmospheric boundary layer,大气边界层物理学,Physics of atmospheric boundary layer,国标
国标570,applied meteorology,应用气象学,Applied Meteorology,国标
国标571,other disciplines of atmospheric science,大气科学其他学科,Other disciplines of Atmospheric Science,国标
国标572,solid geophysics,固体地球物理学,Solid Geophysics,国标
国标573,geodynamics,地球动力学,Geodynamics,国标
国标574,gravity of the earth,地球重力学,Gravity of the earth,国标
国标575,hydrodynamics of the earth,地球流体力学,Hydrodynamics of the earth,国标
国标576,crust and deformation,地壳与地形变,Crust and deformation,国标
国标577,physics of the earth's interior,地球内部物理学,Physics of the earth's interior,国标
国标578,geoacoustics,地声学,Geoacoustics,国标
国标579,geotherm,地热学,Geotherm,国标
国标580,geoelectricity ,地电学,geoelectricity ,国标
国标581,geomagnetism,地磁学,Geomagnetism,国标
国标582,radioactive geophysics,放射性地球物理学,Radioactive geophysics,国标
国标583,seismology,地震学,seismology,国标
国标584,exploration geophysics,勘探地球物理学,Exploration Geophysics,国标
国标585,computational geophysics,计算地球物理学,Computational geophysics,国标
国标586,experimental geophysics,实验地球物理学,Experimental geophysics,国标
国标587,other disciplines of solid geophysics,固体地球物理学其他学科,Other disciplines of Solid Geophysics,国标
国标588,space physics,空间物理学,Space physics,国标
国标589,ionospheric physics,电离层物理学,Ionospheric physics,国标
国标590,physics of the upper atmosphere,高层大气物理学,Physics of the upper atmosphere,国标
国标591,magnetosphere physics,磁层物理学,Magnetosphere physics,国标
国标592,space physics exploration,空间物理探测,Space physics exploration,国标
国标593,space environmental science,空间环境学,Space Environmental Science,国标
国标594,other disciplines of space physics,空间物理学其他学科,Other disciplines of space physics,国标
国标595,geochemistry,地球化学,Geochemistry,国标
国标596,element geochemistry,元素地球化学,Element geochemistry,国标
国标597,organic geochemistry,有机地球化学,Organic geochemistry,国标
国标598,radiogeochemistry,放射性地球化学,Radiogeochemistry,国标
国标599,isotope geochemistry,同位素地球化学,Isotope geochemistry,国标
国标600,biogeochemistry,生物地球化学,Biogeochemistry,国标
国标601,geochemistry of the earth's interior,地球内部化学,Geochemistry of the earth's interior,国标
国标602,isotopic geochronology,同位素地质年代学,Isotopic geochronology,国标
国标603,metallogenic geochemistry,成矿地球化学,METALLOGENIC GEOCHEMISTRY,国标
国标604,exploration geochemistry,勘探地球化学,Exploration geochemistry,国标
国标605,experimental geochemistry,实验地球化学,Experimental geochemistry,国标
国标606,energy geochemistry,能源地球化学,Energy geochemistry,国标
